# energy dos(up) dos(down)
-5.335000000000078124e+00 1.293425640276382434e-04 -0.000000000000000000e+00
-5.325000000000078337e+00 1.860369996138598592e-04 -0.000000000000000000e+00
-5.315000000000078550e+00 2.591256696572748599e-04 -0.000000000000000000e+00
-5.305000000000078764e+00 3.575630610446999804e-04 -0.000000000000000000e+00
-5.295000000000078977e+00 4.887941076255003861e-04 -0.000000000000000000e+00
-5.285000000000079190e+00 6.619578883798397624e-04 -0.000000000000000000e+00
-5.275000000000079403e+00 8.881080434823736009e-04 -0.000000000000000000e+00
-5.265000000000079616e+00 1.180408230766314239e-03 -0.000000000000000000e+00
-5.255000000000079829e+00 1.554281130833232291e-03 -0.000000000000000000e+00
-5.245000000000080043e+00 2.027485588287037451e-03 -0.000000000000000000e+00
-5.235000000000080256e+00 2.620093411022672916e-03 -0.000000000000000000e+00
-5.225000000000080469e+00 3.354335718827135358e-03 -0.000000000000000000e+00
-5.215000000000080682e+00 4.254289152327273699e-03 -0.000000000000000000e+00
-5.205000000000080895e+00 5.345375314578143348e-03 -0.000000000000000000e+00
-5.195000000000081108e+00 6.653653010554188424e-03 -0.000000000000000000e+00
-5.185000000000081322e+00 8.204892477449562613e-03 -0.000000000000000000e+00
-5.175000000000081535e+00 1.002492096697879184e-02 -0.000000000000000000e+00
-5.165000000000081748e+00 1.213751727327853913e-02 -0.000000000000000000e+00
-5.155000000000081961e+00 1.456025510148017607e-02 -0.000000000000000000e+00
-5.145000000000082174e+00 1.730487413791899701e-02 -0.000000000000000000e+00
-5.135000000000082387e+00 2.037710947746705636e-02 -1.487078111154644105e-06
-5.125000000000082601e+00 2.377132973653350856e-02 -8.155707683481027182e-06
-5.115000000000082814e+00 2.747386604334808857e-02 -1.950899116733622522e-05
-5.105000000000083027e+00 3.146297927645230752e-02 -3.170723178957167383e-05
-5.095000000000083240e+00 3.570372250774116185e-02 -5.226254020386401092e-05
-5.085000000000083453e+00 4.014996032142002097e-02 -7.878587164097388827e-05
-5.075000000000083666e+00 4.474501536342004315e-02 -1.133070803493725864e-04
-5.065000000000083880e+00 4.942297181110319459e-02 -1.613601799774046566e-04
-5.055000000000084093e+00 5.411063999884443976e-02 -2.275448288929638580e-04
-5.045000000000084306e+00 5.873013825261864246e-02 -3.177382596695716246e-04
-5.035000000000084519e+00 6.320199678213132832e-02 -4.393439537537016377e-04
-5.025000000000084732e+00 6.744863840110161546e-02 -6.015518254528139314e-04
-5.015000000000084945e+00 7.140250769550983423e-02 -8.155964882434511235e-04
-5.005000000000085159e+00 7.499996675828657366e-02 -1.094995143671077722e-03
-4.995000000000085372e+00 7.818794222480950074e-02 -1.455741376237496866e-03
-4.985000000000085585e+00 8.093468969186802531e-02 -1.916426110253315312e-03
-4.975000000000085798e+00 8.322732793154791198e-02 -2.498252779816400974e-03
-4.965000000000086011e+00 8.506611073167871795e-02 -3.224911090064635014e-03
-4.955000000000086224e+00 8.647058476697168372e-02 -4.122273384588709920e-03
-4.945000000000086438e+00 8.748464349511159144e-02 -5.217880354590181263e-03
-4.935000000000086651e+00 8.816554497811751601e-02 -6.540189304992901666e-03
-4.925000000000086864e+00 8.858383724523162528e-02 -8.117568894799918541e-03
-4.915000000000087077e+00 8.881946786522930404e-02 -9.977039327742015865e-03
-4.905000000000087290e+00 8.895729424545921471e-02 -1.214426315910976939e-02
-4.895000000000087503e+00 8.908228666162615328e-02 -1.463959915307433760e-02
-4.885000000000087717e+00 8.927474516645295122e-02 -1.747438748309207077e-02
-4.875000000000087930e+00 8.960585541612822724e-02 -2.066114951762901622e-02
-4.865000000000088143e+00 9.013388587633627824e-02 -2.418959541281394746e-02
-4.855000000000088356e+00 9.090128098350241936e-02 -2.804838958298049717e-02
-4.845000000000088569e+00 9.193283517262031135e-02 -3.220672461969098510e-02
-4.835000000000088782e+00 9.323504691231000729e-02 -3.662353509316767369e-02
-4.825000000000088995e+00 9.479665737049286500e-02 -4.125331222872376247e-02
-4.815000000000089209e+00 9.659028347625191191e-02 -4.602866878135483675e-02
-4.805000000000089422e+00 9.857496861749760753e-02 -5.086744350833804357e-02
-4.795000000000089635e+00 1.006994041121962308e-01 -5.569239018800346830e-02
-4.785000000000089848e+00 1.029055275946234305e-01 -6.040957843770897867e-02
-4.775000000000090061e+00 1.051321851123785539e-01 -6.493473946000745400e-02
-4.765000000000090274e+00 1.073185539068949867e-01 -6.917176231153354671e-02
-4.755000000000090488e+00 1.094070614730159041e-01 -7.304421330315362393e-02
-4.745000000000090701e+00 1.113455995664610620e-01 -7.648369549667671796e-02
-4.735000000000090914e+00 1.130889127895095686e-01 -7.943813795323569071e-02
-4.725000000000091127e+00 1.145991317561375900e-01 -8.187556055371313091e-02
-4.715000000000091340e+00 1.158455111104782637e-01 -8.378700201569484751e-02
-4.705000000000091553e+00 1.168035133418203891e-01 -8.518836736206741866e-02
-4.695000000000091767e+00 1.174534419610739899e-01 -8.612100696497196339e-02
-4.685000000000091980e+00 1.177788657515071585e-01 -8.665091145137107653e-02
-4.675000000000092193e+00 1.177665728879090240e-01 -8.687243850552078817e-02
-4.665000000000092406e+00 1.174030600089460419e-01 -8.688679353301397013e-02
-4.655000000000092619e+00 1.166718484439044773e-01 -8.682103566862586774e-02
-4.645000000000092832e+00 1.155668328323179173e-01 -8.679983103797987709e-02
-4.635000000000093046e+00 1.140623148684322130e-01 -8.696042807959998566e-02
-4.625000000000093259e+00 1.121504744500135820e-01 -8.743471773093090815e-02
-4.615000000000093472e+00 1.098294104696331402e-01 -8.833017820885746829e-02
-4.605000000000093685e+00 1.070919339675508730e-01 -8.975132561521714791e-02
-4.595000000000093898e+00 1.039361660530272874e-01 -9.177464779360164360e-02
-4.585000000000094111e+00 1.003782510698067870e-01 -9.444911636229044727e-02
-4.575000000000094325e+00 9.643388908832511985e-02 -9.779308004761975981e-02
-4.565000000000094538e+00 9.215158022928136849e-02 -1.017986325045314028e-01
-4.555000000000094751e+00 8.757951780396150410e-02 -1.064226436772867379e-01
-4.545000000000094964e+00 8.278321245404113293e-02 -1.115838537610722575e-01
-4.535000000000095177e+00 7.783962753743142726e-02 -1.171831024980881653e-01
-4.525000000000095390e+00 7.283735654669051818e-02 -1.230946299213334372e-01
-4.515000000000095604e+00 6.786929288968066021e-02 -1.291816087582937089e-01
-4.505000000000095817e+00 6.304973831723613420e-02 -1.352964316535660017e-01
-4.495000000000096030e+00 5.848778079642814876e-02 -1.412841826959783664e-01
-4.485000000000096243e+00 5.429706582618322452e-02 -1.470051724555905270e-01
-4.475000000000096456e+00 5.059344938576325335e-02 -1.523288990836432766e-01
-4.465000000000096669e+00 4.749209958633104911e-02 -1.571445501144702328e-01
-4.455000000000096883e+00 4.509858550988111309e-02 -1.613665057467309760e-01
-4.445000000000097096e+00 4.351477961036893244e-02 -1.649385122559193229e-01
-4.435000000000097309e+00 4.282811689557411428e-02 -1.678363005171844557e-01
-4.425000000000097522e+00 4.312496897632021875e-02 -1.700685117201528040e-01
-4.415000000000097735e+00 4.446402617966039444e-02 -1.716773745365201831e-01
-4.405000000000097948e+00 4.690444572304384996e-02 -1.727324728587249225e-01
-4.395000000000098161e+00 5.047740330055135172e-02 -1.733330308695729127e-01
-4.385000000000098375e+00 5.520246580956149340e-02 -1.735971136456013475e-01
-4.375000000000098588e+00 6.107878487351704744e-02 -1.736485695678636476e-01
-4.365000000000098801e+00 6.808227460691947119e-02 -1.736312761900264123e-01
-4.355000000000099014e+00 7.616371993042686528e-02 -1.736829660980589440e-01
-4.345000000000099227e+00 8.525580278258336475e-02 -1.739383981875291529e-01
-4.335000000000099440e+00 9.526417279917077929e-02 -1.745097933031492243e-01
-4.325000000000099654e+00 1.060731111875477944e-01 -1.754963929428062785e-01
-4.315000000000099867e+00 1.175489008565635957e-01 -1.769821927570560671e-01
-4.305000000000100080e+00 1.295190229126334802e-01 -1.790050345804708454e-01
-4.295000000000100293e+00 1.418069963042850601e-01 -1.815886564247895241e-01
-4.285000000000100506e+00 1.542247074451912059e-01 -1.847142632509413129e-01
-4.275000000000100719e+00 1.665649216313369596e-01 -1.883402597510406284e-01
-4.265000000000100933e+00 1.786241828330300541e-01 -1.923977216005945401e-01
-4.255000000000101146e+00 1.902050882387990305e-01 -1.967931880687679158e-01
-4.245000000000101359e+00 2.011079715086719899e-01 -2.014021049016034293e-01
-4.235000000000101572e+00 2.111481247489552515e-01 -2.061015996741654421e-01
-4.225000000000101785e+00 2.201737551019758155e-01 -2.107519369233067097e-01
-4.215000000000101998e+00 2.280505523843399385e-01 -2.152122346412141951e-01
-4.205000000000102212e+00 2.346619215781159395e-01 -2.193504525754232937e-01
-4.195000000000102425e+00 2.399478948290269253e-01 -2.230488357373922315e-01
-4.185000000000102638e+00 2.438696761763651244e-01 -2.261904174325654604e-01
-4.175000000000102851e+00 2.464243099093510470e-01 -2.286976327965659639e-01
-4.165000000000103064e+00 2.476407945629951202e-01 -2.305208918497643478e-01
-4.155000000000103277e+00 2.475854873678678403e-01 -2.316358404495471035e-01
-4.145000000000103491e+00 2.463523752257270882e-01 -2.320437785370170203e-01
-4.135000000000103704e+00 2.440592104419532782e-01 -2.317953310503666209e-01
-4.125000000000103917e+00 2.408442759234788177e-01 -2.309468370331904385e-01
-4.115000000000104130e+00 2.368578090606579256e-01 -2.295971995086853734e-01
-4.105000000000104343e+00 2.322656759400014148e-01 -2.278718699204354270e-01
-4.095000000000104556e+00 2.272381532209384047e-01 -2.258885849817227898e-01
-4.085000000000104770e+00 2.219418787718869523e-01 -2.237999564242786621e-01
-4.075000000000104983e+00 2.165440499600730651e-01 -2.217514410142121251e-01
-4.065000000000105196e+00 2.111975905430247269e-01 -2.198829541920010733e-01
-4.055000000000105409e+00 2.060512409653766086e-01 -2.183371810935501312e-01
-4.045000000000105622e+00 2.012370859582875149e-01 -2.172078305504987206e-01
-4.035000000000105835e+00 1.968671557922193616e-01 -2.166088820195096742e-01
-4.025000000000106049e+00 1.930433190743663097e-01 -2.166067836693719995e-01
-4.015000000000106262e+00 1.898420114070815123e-01 -2.172340767743434764e-01
-4.005000000000106475e+00 1.873295005954755954e-01 -2.185283338488057114e-01
-3.995000000000106688e+00 1.855481123654380560e-01 -2.204917926076078449e-01
-3.985000000000106901e+00 1.845212912145031692e-01 -2.231027661792958083e-01
-3.975000000000107114e+00 1.842554275101211669e-01 -2.263203796732623230e-01
-3.965000000000107327e+00 1.847396275486965500e-01 -2.301028406578080332e-01
-3.955000000000107541e+00 1.859467278747937713e-01 -2.343860671372472171e-01
-3.945000000000107754e+00 1.878300975624340452e-01 -2.391105712244797343e-01
-3.935000000000107967e+00 1.903378602287295884e-01 -2.442185659187261770e-01
-3.925000000000108180e+00 1.934008998553672087e-01 -2.496521596399882970e-01
-3.915000000000108393e+00 1.969425562061520030e-01 -2.553527303953468941e-01
-3.905000000000108606e+00 2.008730297386625008e-01 -2.612847633992878560e-01
-3.895000000000108820e+00 2.051098986413465441e-01 -2.674028282860038686e-01
-3.885000000000109033e+00 2.095496787143200090e-01 -2.736799482825346685e-01
-3.875000000000109246e+00 2.140985938666827570e-01 -2.800958627249760524e-01
-3.865000000000109459e+00 2.186613414872377870e-01 -2.866242497375347531e-01
-3.855000000000109672e+00 2.231490819115407309e-01 -2.932634137524325890e-01
-3.845000000000109885e+00 2.274871449055550221e-01 -2.999962057872849197e-01
-3.835000000000110099e+00 2.315810991480378167e-01 -3.068101709178661651e-01
-3.825000000000110312e+00 2.353847897446928461e-01 -3.136922820750496776e-01
-3.815000000000110525e+00 2.388273844444721850e-01 -3.206255530323070535e-01
-3.805000000000110738e+00 2.418694011314460324e-01 -3.276011304586594064e-01
-3.795000000000110951e+00 2.444726848167343980e-01 -3.345830630936169059e-01
-3.785000000000111164e+00 2.466254324828282551e-01 -3.415442985914983742e-01
-3.775000000000111378e+00 2.483092352686853410e-01 -3.484521326914096773e-01
-3.765000000000111591e+00 2.495299275347083179e-01 -3.552712106496797584e-01
-3.755000000000111804e+00 2.502937794706767138e-01 -3.619418078581497222e-01
-3.745000000000112017e+00 2.506132759530722010e-01 -3.684280644936297477e-01
-3.735000000000112230e+00 2.505104340206615321e-01 -3.746853946068843810e-01
-3.725000000000112443e+00 2.500362653683718683e-01 -3.806578021041994719e-01
-3.715000000000112657e+00 2.492120099731560401e-01 -3.863020228313707727e-01
-3.705000000000112870e+00 2.480850310017822802e-01 -3.915592274254376393e-01
-3.695000000000113083e+00 2.466926946355551542e-01 -3.963846939416814097e-01
-3.685000000000113296e+00 2.450750581179662879e-01 -4.007308182994375745e-01
-3.675000000000113509e+00 2.432770538397179272e-01 -4.045569744494904030e-01
-3.665000000000113722e+00 2.413426588172630227e-01 -4.078219119543801119e-01
-3.655000000000113936e+00 2.393126222786905732e-01 -4.105014008996450969e-01
-3.645000000000114149e+00 2.372269312707658839e-01 -4.125766727568997982e-01
-3.635000000000114362e+00 2.351319548576181750e-01 -4.140297784207856435e-01
-3.625000000000114575e+00 2.330630958235775652e-01 -4.148628127209343375e-01
-3.615000000000114788e+00 2.310557179541893325e-01 -4.150843324539092438e-01
-3.605000000000115001e+00 2.291493024517868016e-01 -4.147067846950739933e-01
-3.595000000000115215e+00 2.273789831391445082e-01 -4.137678630043595818e-01
-3.585000000000115428e+00 2.257768572505231552e-01 -4.122992601762948683e-01
-3.575000000000115641e+00 2.243802687144595132e-01 -4.103554663333524033e-01
-3.565000000000115854e+00 2.232121930090554540e-01 -4.079941958465267970e-01
-3.555000000000116067e+00 2.223070532516771836e-01 -4.052760050121155255e-01
-3.545000000000116280e+00 2.216884696311323122e-01 -4.022748598084794902e-01
-3.535000000000116493e+00 2.213759526493985774e-01 -3.990614374367639772e-01
-3.525000000000116707e+00 2.213905821898001225e-01 -3.957105086873443089e-01
-3.515000000000116920e+00 2.217265765741522898e-01 -3.922948524651156954e-01
-3.505000000000117133e+00 2.223897316843250482e-01 -3.888850050814768866e-01
-3.495000000000117346e+00 2.233761388108465862e-01 -3.855467204265699555e-01
-3.485000000000117559e+00 2.246600148994087054e-01 -3.823392318314412508e-01
-3.475000000000117772e+00 2.262087796811862450e-01 -3.793124399743447728e-01
-3.465000000000117986e+00 2.279901390788817983e-01 -3.765032858979870944e-01
-3.455000000000118199e+00 2.299465836000355867e-01 -3.739359892090459714e-01
-3.445000000000118412e+00 2.320205176830468785e-01 -3.716303192050361970e-01
-3.435000000000118625e+00 2.341628292870489292e-01 -3.695998930240032010e-01
-3.425000000000118838e+00 2.362887355662264266e-01 -3.678278765821658691e-01
-3.415000000000119051e+00 2.383303482182452804e-01 -3.663074480289456591e-01
-3.405000000000119265e+00 2.402146563677934610e-01 -3.650173226044204355e-01
-3.395000000000119478e+00 2.418823807117196079e-01 -3.639140868020116493e-01
-3.385000000000119691e+00 2.432604017911733640e-01 -3.629582693314916120e-01
-3.375000000000119904e+00 2.443003149929379170e-01 -3.621204358191386086e-01
-3.365000000000120117e+00 2.449700908336662486e-01 -3.613496054126384971e-01
-3.355000000000120330e+00 2.452247803765281731e-01 -3.605839510311217855e-01
-3.345000000000120544e+00 2.450589063234395737e-01 -3.597788283439261048e-01
-3.335000000000120757e+00 2.444759419230954078e-01 -3.588987134736337792e-01
-3.325000000000120970e+00 2.434784495360447776e-01 -3.578897660133287806e-01
-3.315000000000121183e+00 2.421046308118987300e-01 -3.567290003295161549e-01
-3.305000000000121396e+00 2.404060796736320060e-01 -3.553809899184804388e-01
-3.295000000000121609e+00 2.384289214451779104e-01 -3.538196779045890139e-01
-3.285000000000121823e+00 2.362349382999978653e-01 -3.520405989795661328e-01
-3.275000000000122036e+00 2.339084567494252309e-01 -3.500301804364170932e-01
-3.265000000000122249e+00 2.315173466296530091e-01 -3.478037618706991130e-01
-3.255000000000122462e+00 2.291410887093654480e-01 -3.453615687218625219e-01
-3.245000000000122675e+00 2.268514299605208784e-01 -3.427170879327493536e-01
-3.235000000000122888e+00 2.247274257084673210e-01 -3.399227277624030652e-01
-3.225000000000123102e+00 2.228343175098265461e-01 -3.369726122847754857e-01
-3.215000000000123315e+00 2.212288613754211097e-01 -3.339097364701082427e-01
-3.205000000000123528e+00 2.199620559477251658e-01 -3.307674345060234722e-01
-3.195000000000123741e+00 2.190655808446495822e-01 -3.275600482623015619e-01
-3.185000000000123954e+00 2.185685984094615508e-01 -3.243167203286131950e-01
-3.175000000000124167e+00 2.184915952096294078e-01 -3.210558420901797327e-01
-3.165000000000124381e+00 2.188311597884737558e-01 -3.177950877506989236e-01
-3.155000000000124594e+00 2.195818261018527839e-01 -3.145378054072730523e-01
-3.145000000000124807e+00 2.207323047561095541e-01 -3.113075174992863126e-01
-3.135000000000125020e+00 2.222550856974675748e-01 -3.080870934317111454e-01
-3.125000000000125233e+00 2.241168035407479220e-01 -3.048770419009584898e-01
-3.115000000000125446e+00 2.262794562700537193e-01 -3.016715083742628756e-01
-3.105000000000125659e+00 2.286988051979861880e-01 -2.984733643905702061e-01
-3.095000000000125873e+00 2.313358079120155508e-01 -2.952671149414915486e-01
-3.085000000000126086e+00 2.341429208588291233e-01 -2.920639721844400238e-01
-3.075000000000126299e+00 2.370763699608982311e-01 -2.888676596898712701e-01
-3.065000000000126512e+00 2.400984566762468797e-01 -2.856747933550797813e-01
-3.055000000000126725e+00 2.431532123788002209e-01 -2.825052492812322735e-01
-3.045000000000126938e+00 2.462125724954642714e-01 -2.793814456270283797e-01
-3.035000000000127152e+00 2.492246762317213704e-01 -2.763147078407597879e-01
-3.025000000000127365e+00 2.521732806989451237e-01 -2.733423448145397283e-01
-3.015000000000127578e+00 2.550161631158479048e-01 -2.704866290154457342e-01
-3.005000000000127791e+00 2.577412210845269613e-01 -2.677752324530021100e-01
-2.995000000000128004e+00 2.603065926411862185e-01 -2.652389008503036605e-01
-2.985000000000128217e+00 2.627147965399931895e-01 -2.629096802916621178e-01
-2.975000000000128431e+00 2.649340826538036930e-01 -2.608058883199975142e-01
-2.965000000000128644e+00 2.669646064976291533e-01 -2.589419664663651366e-01
-2.955000000000128857e+00 2.687900802078098672e-01 -2.573333016457653999e-01
-2.945000000000129070e+00 2.704012497247628155e-01 -2.559989564300881870e-01
-2.935000000000129283e+00 2.718032362874875374e-01 -2.549266845545838933e-01
-2.925000000000129496e+00 2.729895770272843247e-01 -2.541122798073270350e-01
-2.915000000000129710e+00 2.739562172009942231e-01 -2.535385585081906257e-01
-2.905000000000129923e+00 2.747145127491073535e-01 -2.531917818471665083e-01
-2.895000000000130136e+00 2.752711388360404854e-01 -2.530494263850165959e-01
-2.885000000000130349e+00 2.756292586388677801e-01 -2.530872514228931225e-01
-2.875000000000130562e+00 2.758031664230711222e-01 -2.532817334143528387e-01
-2.865000000000130775e+00 2.758105147078249719e-01 -2.535945630045090549e-01
-2.855000000000130989e+00 2.756532242581545833e-01 -2.540099088888393419e-01
-2.845000000000131202e+00 2.753624337222886909e-01 -2.544981249157390324e-01
-2.835000000000131415e+00 2.749597912911063147e-01 -2.550298863099753621e-01
-2.825000000000131628e+00 2.744623500319485765e-01 -2.555957126782487654e-01
-2.815000000000131841e+00 2.739035584909016441e-01 -2.561723555332366398e-01
-2.805000000000132054e+00 2.733161177604418457e-01 -2.567526480742194361e-01
-2.795000000000132268e+00 2.727344961489566733e-01 -2.573289091915361149e-01
-2.785000000000132481e+00 2.721837951903115504e-01 -2.578913109889222066e-01
-2.775000000000132694e+00 2.717123104338124429e-01 -2.584548671503405504e-01
-2.765000000000132907e+00 2.713450499776076108e-01 -2.590102185751549935e-01
-2.755000000000133120e+00 2.711290695114921823e-01 -2.595706125337045589e-01
-2.745000000000133333e+00 2.710924581168665526e-01 -2.601450559500670945e-01
-2.735000000000133547e+00 2.712703931292617665e-01 -2.607455614043540648e-01
-2.725000000000133760e+00 2.716929916538398659e-01 -2.613825897923608976e-01
-2.715000000000133973e+00 2.723813856159433278e-01 -2.620763929275830018e-01
-2.705000000000134186e+00 2.733595378844859147e-01 -2.628430182516458546e-01
-2.695000000000134399e+00 2.746338513001748138e-01 -2.636830658203941913e-01
-2.685000000000134612e+00 2.762193443176523266e-01 -2.646275633654113779e-01
-2.675000000000134825e+00 2.781099875597860538e-01 -2.656737741796648122e-01
-2.665000000000135039e+00 2.802848889773932872e-01 -2.668379605058963100e-01
-2.655000000000135252e+00 2.827374971885985300e-01 -2.681291221272454339e-01
-2.645000000000135465e+00 2.854416074847572760e-01 -2.695596971312516077e-01
-2.635000000000135678e+00 2.883598240007044788e-01 -2.711200846517909935e-01
-2.625000000000135891e+00 2.914560276051502696e-01 -2.728131951171678393e-01
-2.615000000000136104e+00 2.946932279290201406e-01 -2.746360292827808025e-01
-2.605000000000136318e+00 2.980173383417458188e-01 -2.765813025015361748e-01
-2.595000000000136531e+00 3.013994095885895175e-01 -2.786370176215449690e-01
-2.585000000000136744e+00 3.047694877521839874e-01 -2.807938208647252076e-01
-2.575000000000136957e+00 3.080953531697216419e-01 -2.830325873717674523e-01
-2.565000000000137170e+00 3.113360561907315693e-01 -2.853313691914149408e-01
-2.555000000000137383e+00 3.144292130623911885e-01 -2.876654070149944897e-01
-2.545000000000137597e+00 3.173733425309580025e-01 -2.900294068665141833e-01
-2.535000000000137810e+00 3.201234259525558290e-01 -2.923887881967513480e-01
-2.525000000000138023e+00 3.226495175562358875e-01 -2.947207153480125297e-01
-2.515000000000138236e+00 3.249493027140147872e-01 -2.970039062342699210e-01
-2.505000000000138449e+00 3.270095961840602805e-01 -2.992204369925112184e-01
-2.495000000000138662e+00 3.288296570750392500e-01 -3.013513483724628017e-01
-2.485000000000138876e+00 3.304202154839706584e-01 -3.033835484217833334e-01
-2.475000000000139089e+00 3.317965473983967573e-01 -3.053021804891288826e-01
-2.465000000000139302e+00 3.329656242791601550e-01 -3.070974347774746982e-01
-2.455000000000139515e+00 3.339619564085408165e-01 -3.087719090059987126e-01
-2.445000000000139728e+00 3.348100501751417046e-01 -3.103168051569936137e-01
-2.435000000000139941e+00 3.355313172934089039e-01 -3.117440811103961429e-01
-2.425000000000140155e+00 3.361566115044735126e-01 -3.130537266478631286e-01
-2.415000000000140368e+00 3.367158379217486397e-01 -3.142673108000593740e-01
-2.405000000000140581e+00 3.372320442732473222e-01 -3.153830121108701090e-01
-2.395000000000140794e+00 3.377272934802792448e-01 -3.164227786050015090e-01
-2.385000000000141007e+00 3.382226169072213851e-01 -3.173971244529196767e-01
-2.375000000000141220e+00 3.387238196768002640e-01 -3.183176233227808516e-01
-2.365000000000141434e+00 3.392431450925723069e-01 -3.191967819034198794e-01
-2.355000000000141647e+00 3.397814444914114551e-01 -3.200448484153703976e-01
-2.345000000000141860e+00 3.403301349605707959e-01 -3.208697061710635290e-01
-2.335000000000142073e+00 3.408724627551412700e-01 -3.216695353261546653e-01
-2.325000000000142286e+00 3.413975687387043600e-01 -3.224548666546638298e-01
-2.315000000000142499e+00 3.418873553110240437e-01 -3.232123896832937993e-01
-2.305000000000142713e+00 3.423076418359098372e-01 -3.239392353527913992e-01
-2.295000000000142926e+00 3.426308233700025574e-01 -3.246236756806934465e-01
-2.285000000000143139e+00 3.428249937238312395e-01 -3.252494847444984960e-01
-2.275000000000143352e+00 3.428487008922019852e-01 -3.257977975227514533e-01
-2.265000000000143565e+00 3.426825154098804838e-01 -3.262426739257077712e-01
-2.255000000000143778e+00 3.422886041709709559e-01 -3.265801771314703617e-01
-2.245000000000143991e+00 3.416488733809792122e-01 -3.267778635856363745e-01
-2.235000000000144205e+00 3.407273143417757222e-01 -3.268056581701976882e-01
-2.225000000000144418e+00 3.395175388370088032e-01 -3.266644962997789503e-01
-2.215000000000144631e+00 3.380002951993683613e-01 -3.263248380271822069e-01
-2.205000000000144844e+00 3.361673206022652294e-01 -3.257769703524601712e-01
-2.195000000000145057e+00 3.340130194582578982e-01 -3.250064449722438464e-01
-2.185000000000145270e+00 3.315575773447893559e-01 -3.240082543105954338e-01
-2.175000000000145484e+00 3.287985119246786825e-01 -3.227774299060598429e-01
-2.165000000000145697e+00 3.257626023648932390e-01 -3.213166883024201059e-01
-2.155000000000145910e+00 3.224675921145208068e-01 -3.196360825185976529e-01
-2.145000000000146123e+00 3.189449379108937888e-01 -3.177371890862237258e-01
-2.135000000000146336e+00 3.152256830392063947e-01 -3.156284889750454181e-01
-2.125000000000146549e+00 3.113390444492685205e-01 -3.133308351427960825e-01
-2.115000000000146763e+00 3.073241274710268867e-01 -3.108615791525619065e-01
-2.105000000000146976e+00 3.032205681196378788e-01 -3.082420759700042479e-01
-2.095000000000147189e+00 2.990710449188522246e-01 -3.054812756816452368e-01
-2.085000000000147402e+00 2.949014969905653372e-01 -3.026097543089588116e-01
-2.075000000000147615e+00 2.907584010852154455e-01 -2.996397000363423269e-01
-2.065000000000147828e+00 2.866776519638891685e-01 -2.965978912473856144e-01
-2.055000000000148042e+00 2.826798368063788702e-01 -2.935064685306185694e-01
-2.045000000000148255e+00 2.788179770094281196e-01 -2.903789528445148149e-01
-2.035000000000148468e+00 2.751032842510982568e-01 -2.872333827491591607e-01
-2.025000000000148681e+00 2.715758959209548795e-01 -2.840919432567142744e-01
-2.015000000000148894e+00 2.682688521970932327e-01 -2.809656218110407333e-01
-2.005000000000149107e+00 2.651960032061420613e-01 -2.778700947084482564e-01
-1.995000000000149099e+00 2.623837947859061215e-01 -2.748218236999807607e-01
-1.985000000000149312e+00 2.598482745979706077e-01 -2.718217229089407994e-01
-1.975000000000149525e+00 2.576154112355923953e-01 -2.688804712430407085e-01
-1.965000000000149738e+00 2.557017301438055945e-01 -2.659972850143476619e-01
-1.955000000000149951e+00 2.541047906897911934e-01 -2.631810156435888670e-01
-1.945000000000150164e+00 2.528364159943364275e-01 -2.604217684579827052e-01
-1.935000000000150377e+00 2.519063153965850343e-01 -2.577256462867861808e-01
-1.925000000000150591e+00 2.513085722201343075e-01 -2.550726488628483613e-01
-1.915000000000150804e+00 2.510342888694857555e-01 -2.524666140600884123e-01
-1.905000000000151017e+00 2.510712679108423884e-01 -2.498915941074699165e-01
-1.895000000000151230e+00 2.514164563513975326e-01 -2.473446566936751967e-01
-1.885000000000151443e+00 2.520440442308852780e-01 -2.448211184540270979e-01
-1.875000000000151656e+00 2.529282257713611481e-01 -2.423176696371109606e-01
-1.865000000000151870e+00 2.540482076457792893e-01 -2.398298785793228360e-01
-1.855000000000152083e+00 2.553904988604456805e-01 -2.373578726404163008e-01
-1.845000000000152296e+00 2.569139463401021728e-01 -2.349080354706667706e-01
-1.835000000000152509e+00 2.585987028756530637e-01 -2.324908521027410635e-01
-1.825000000000152722e+00 2.604284508066662118e-01 -2.301258999265944627e-01
-1.815000000000152935e+00 2.623713480381650864e-01 -2.278314623499208824e-01
-1.805000000000153149e+00 2.644224709491425074e-01 -2.256314125554284011e-01
-1.795000000000153362e+00 2.665566730484284497e-01 -2.235527213945469049e-01
-1.785000000000153575e+00 2.687465215728999102e-01 -2.216157780770695584e-01
-1.775000000000153788e+00 2.710163584579846074e-01 -2.198633261481114931e-01
-1.765000000000154001e+00 2.733283476909538212e-01 -2.183281295828289337e-01
-1.755000000000154214e+00 2.756809004187069645e-01 -2.170310965782991930e-01
-1.745000000000154428e+00 2.780800055698918194e-01 -2.160107990333810235e-01
-1.735000000000154641e+00 2.805036596499400070e-01 -2.152860817766129586e-01
-1.725000000000154854e+00 2.829516549982960538e-01 -2.148908185241988622e-01
-1.715000000000155067e+00 2.854251003703054956e-01 -2.148486269424033368e-01
-1.705000000000155280e+00 2.878986368425885400e-01 -2.151615536178123900e-01
-1.695000000000155493e+00 2.903663944121616103e-01 -2.158473436557935554e-01
-1.685000000000155707e+00 2.928053339920286824e-01 -2.169083335246201338e-01
-1.675000000000155920e+00 2.952010240832046439e-01 -2.183352820607380174e-01
-1.665000000000156133e+00 2.975338123322900374e-01 -2.201186571492694533e-01
