# energy s(up) s(down) p(up) p(down) d(up) d(down)
-8.835000000000002629e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.825000000000002842e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.815000000000003055e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.805000000000003268e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.795000000000003482e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.785000000000003695e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.775000000000003908e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.765000000000004121e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.755000000000004334e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.745000000000004547e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.735000000000004761e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.725000000000004974e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.715000000000005187e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.705000000000005400e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.695000000000005613e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.685000000000005826e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.675000000000006040e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.665000000000006253e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.655000000000006466e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.645000000000006679e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.635000000000006892e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.625000000000007105e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.615000000000007319e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.605000000000007532e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.595000000000007745e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.585000000000007958e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.575000000000008171e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.565000000000008384e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.555000000000008598e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.545000000000008811e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.535000000000009024e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.525000000000009237e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.515000000000009450e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.505000000000009663e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.495000000000009877e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.485000000000010090e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.475000000000010303e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.465000000000010516e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.455000000000010729e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.445000000000010942e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.435000000000011156e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.425000000000011369e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.415000000000011582e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.405000000000011795e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.395000000000012008e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.385000000000012221e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.375000000000012434e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.365000000000012648e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.355000000000012861e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.345000000000013074e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.335000000000013287e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.325000000000013500e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.315000000000013713e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.305000000000013927e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.295000000000014140e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.285000000000014353e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.275000000000014566e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.265000000000014779e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.255000000000014992e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.245000000000015206e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.235000000000015419e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.225000000000015632e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.215000000000015845e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.205000000000016058e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.195000000000016271e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.185000000000016485e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.175000000000016698e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.165000000000016911e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.155000000000017124e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.145000000000017337e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.135000000000017550e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.125000000000017764e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.115000000000017977e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.105000000000018190e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.095000000000018403e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.085000000000018616e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.075000000000018829e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.065000000000019043e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.055000000000019256e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.045000000000019469e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.035000000000019682e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.025000000000019895e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.015000000000020108e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-8.005000000000020322e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.995000000000021423e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.985000000000021636e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.975000000000021849e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.965000000000022062e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.955000000000022276e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.945000000000022489e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.935000000000022702e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.925000000000022915e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.915000000000023128e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.905000000000023341e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.895000000000023554e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.885000000000023768e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.875000000000023981e+00 6.180170824600119411e-09 -0.000000000000000000e+00 1.350653472053887428e-09 -0.000000000000000000e+00 4.345810672104741584e-08 -0.000000000000000000e+00
-7.865000000000024194e+00 2.873027835927663377e-08 -0.000000000000000000e+00 1.038616610310448775e-08 -0.000000000000000000e+00 2.403860185384497440e-07 -0.000000000000000000e+00
-7.855000000000024407e+00 5.445544877306798959e-08 -0.000000000000000000e+00 2.989247661816112455e-08 -0.000000000000000000e+00 5.355448905984136301e-07 -0.000000000000000000e+00
-7.845000000000024620e+00 8.000777712412666569e-08 -0.000000000000000000e+00 4.410156398464452361e-08 -0.000000000000000000e+00 7.883118895081693362e-07 -0.000000000000000000e+00
-7.835000000000024833e+00 1.163859002682370325e-07 -0.000000000000000000e+00 6.442017854732931866e-08 -0.000000000000000000e+00 1.148890033242463261e-06 -0.000000000000000000e+00
-7.825000000000025047e+00 1.676277217957238116e-07 -0.000000000000000000e+00 9.316775276321059780e-08 -0.000000000000000000e+00 1.657818572476957330e-06 -0.000000000000000000e+00
-7.815000000000025260e+00 2.390389235054778293e-07 -0.000000000000000000e+00 1.334089611347239961e-07 -0.000000000000000000e+00 2.368501462440250320e-06 -0.000000000000000000e+00
-7.805000000000025473e+00 3.374960680242136298e-07 -0.000000000000000000e+00 1.891385226393268071e-07 -0.000000000000000000e+00 3.350336235777566263e-06 -0.000000000000000000e+00
-7.795000000000025686e+00 4.717871667711907368e-07 -0.000000000000000000e+00 2.654914335088411602e-07 -0.000000000000000000e+00 4.692250342528417715e-06 -0.000000000000000000e+00
-7.785000000000025899e+00 6.529814475853237706e-07 -0.000000000000000000e+00 3.689746110737133056e-07 -0.000000000000000000e+00 6.506567790353628565e-06 -0.000000000000000000e+00
-7.775000000000026112e+00 8.948142138969662672e-07 -0.000000000000000000e+00 5.077124658888630669e-07 -0.000000000000000000e+00 8.933069391041731301e-06 -0.000000000000000000e+00
-7.765000000000026326e+00 1.256626416344050456e-06 -0.000000000000000000e+00 6.893655063913096753e-07 -0.000000000000000000e+00 1.257405893881892706e-05 -0.000000000000000000e+00
-7.755000000000026539e+00 1.694082113409614362e-06 -0.000000000000000000e+00 9.295525727447012771e-07 -0.000000000000000000e+00 1.698280537203584035e-05 -0.000000000000000000e+00
-7.745000000000026752e+00 2.262011060927505733e-06 -0.000000000000000000e+00 1.240962624590957740e-06 -0.000000000000000000e+00 2.271807484312760437e-05 -0.000000000000000000e+00
-7.735000000000026965e+00 3.014368764620352189e-06 -0.000000000000000000e+00 1.644709110676368636e-06 -0.000000000000000000e+00 3.024572871733343350e-05 -0.000000000000000000e+00
-7.725000000000027178e+00 3.964062368635775891e-06 -0.000000000000000000e+00 2.153228366182241859e-06 -0.000000000000000000e+00 3.981571713020169538e-05 -0.000000000000000000e+00
-7.715000000000027391e+00 5.232660751627004628e-06 -0.000000000000000000e+00 2.829335346610552632e-06 -0.000000000000000000e+00 5.234209343022680656e-05 -0.000000000000000000e+00
-7.705000000000027605e+00 6.753818842551511607e-06 -0.000000000000000000e+00 3.638566139468150319e-06 -0.000000000000000000e+00 6.758566152462178113e-05 -0.000000000000000000e+00
-7.695000000000027818e+00 8.640466211941182399e-06 -0.000000000000000000e+00 4.634443071368254465e-06 -0.000000000000000000e+00 8.648251120262053437e-05 -0.000000000000000000e+00
-7.685000000000028031e+00 1.095814488943723232e-05 -0.000000000000000000e+00 5.846674355911850136e-06 -0.000000000000000000e+00 1.096762190843752870e-04 -0.000000000000000000e+00
-7.675000000000028244e+00 1.380558889398810613e-05 -0.000000000000000000e+00 7.283149974214971883e-06 -0.000000000000000000e+00 1.380966377025653012e-04 -0.000000000000000000e+00
-7.665000000000028457e+00 1.722018296410578799e-05 -0.000000000000000000e+00 9.009296411229058968e-06 -0.000000000000000000e+00 1.721481944598076915e-04 -0.000000000000000000e+00
-7.655000000000028670e+00 2.130698765869965620e-05 -0.000000000000000000e+00 1.103918064358565329e-05 -0.000000000000000000e+00 2.128330029131247653e-04 -0.000000000000000000e+00
-7.645000000000028884e+00 2.614681868522762573e-05 -0.000000000000000000e+00 1.340035255505596220e-05 -0.000000000000000000e+00 2.608418012915499767e-04 -0.000000000000000000e+00
-7.635000000000029097e+00 3.183395397077943141e-05 -0.000000000000000000e+00 1.611508111596619553e-05 -0.000000000000000000e+00 3.170462568413024308e-04 -0.000000000000000000e+00
-7.625000000000029310e+00 3.851956381527924238e-05 -0.000000000000000000e+00 1.922536149873119746e-05 -0.000000000000000000e+00 3.825188339337990632e-04 -0.000000000000000000e+00
-7.615000000000029523e+00 4.631013378387044502e-05 -0.000000000000000000e+00 2.275996388219684352e-05 -0.000000000000000000e+00 4.581582821834870398e-04 -0.000000000000000000e+00
-7.605000000000029736e+00 5.519180905457077556e-05 -0.000000000000000000e+00 2.664360562626820285e-05 -0.000000000000000000e+00 5.441334731660350289e-04 -0.000000000000000000e+00
-7.595000000000029949e+00 6.532754688154946538e-05 -0.000000000000000000e+00 3.091652334846354465e-05 -0.000000000000000000e+00 6.414972558357699825e-04 -0.000000000000000000e+00
-7.585000000000030163e+00 7.680748930480388044e-05 -0.000000000000000000e+00 3.557959906776790560e-05 -0.000000000000000000e+00 7.506834746741964694e-04 -0.000000000000000000e+00
-7.575000000000030376e+00 8.973338686819241862e-05 -0.000000000000000000e+00 4.060399531381731034e-05 -0.000000000000000000e+00 8.723104441344509520e-04 -0.000000000000000000e+00
-7.565000000000030589e+00 1.041982277093692852e-04 -0.000000000000000000e+00 4.596090297577295754e-05 -0.000000000000000000e+00 1.006787776869911156e-03 -0.000000000000000000e+00
-7.555000000000030802e+00 1.202911795338742487e-04 -0.000000000000000000e+00 5.161385466908295796e-05 -0.000000000000000000e+00 1.154409806021760524e-03 -0.000000000000000000e+00
-7.545000000000031015e+00 1.381562599870679901e-04 -0.000000000000000000e+00 5.756146353970688308e-05 -0.000000000000000000e+00 1.315886796368205157e-03 -0.000000000000000000e+00
-7.535000000000031228e+00 1.578221299012503545e-04 -0.000000000000000000e+00 6.373191068710686502e-05 -0.000000000000000000e+00 1.490891900478914355e-03 -0.000000000000000000e+00
-7.525000000000031442e+00 1.793581677184619074e-04 -0.000000000000000000e+00 7.006689077913124655e-05 -0.000000000000000000e+00 1.679251179317333862e-03 -0.000000000000000000e+00
-7.515000000000031655e+00 2.028602796816466225e-04 -0.000000000000000000e+00 7.654756495145199121e-05 -0.000000000000000000e+00 1.881062096092039459e-03 -0.000000000000000000e+00
-7.505000000000031868e+00 2.284158263902265275e-04 -0.000000000000000000e+00 8.315034704110222394e-05 -0.000000000000000000e+00 2.096387884137629332e-03 -0.000000000000000000e+00
-7.495000000000032081e+00 2.560102283323452020e-04 -0.000000000000000000e+00 8.978119247431252958e-05 -0.000000000000000000e+00 2.324281765705323889e-03 -0.000000000000000000e+00
-7.485000000000032294e+00 2.857044840777242089e-04 -0.000000000000000000e+00 9.647927584564729077e-05 -0.000000000000000000e+00 2.564496861844884398e-03 -0.000000000000000000e+00
-7.475000000000032507e+00 3.175219124412638461e-04 -0.000000000000000000e+00 1.032308468599409367e-04 -0.000000000000000000e+00 2.816577439888252789e-03 -0.000000000000000000e+00
-7.465000000000032720e+00 3.514775240875808379e-04 -0.000000000000000000e+00 1.100281850719143207e-04 -0.000000000000000000e+00 3.080121687224386673e-03 -0.000000000000000000e+00
-7.455000000000032934e+00 3.875171025172309070e-04 -0.000000000000000000e+00 1.169317886486874344e-04 -0.000000000000000000e+00 3.354123701682108771e-03 -0.000000000000000000e+00
-7.445000000000033147e+00 4.255885073408266495e-04 -0.000000000000000000e+00 1.239755787154363492e-04 -0.000000000000000000e+00 3.637767397599842890e-03 -0.000000000000000000e+00
-7.435000000000033360e+00 4.656091144228154816e-04 -0.000000000000000000e+00 1.311935524494286674e-04 -0.000000000000000000e+00 3.930397379483019198e-03 -0.000000000000000000e+00
-7.425000000000033573e+00 5.074502279461010155e-04 -0.000000000000000000e+00 1.387075073666863825e-04 -0.000000000000000000e+00 4.230747898343792564e-03 -0.000000000000000000e+00
